Aluminium,Krzem,Magnez,Miedz,Cynk,Cyna,Nikiel,Zelazo,Olow,TemperaturaWytapiania,CzasWytapiania,TemperaturaStudzenia,CzasPodgrzewania,TemperaturaStudzenia2,CzasPodgrzewania2,StopieńUszlachetniania,Jakość
80,12,2,6,0,0,0,0,0,1500,45,1000,100,700,20,5,69.644917
